source,line,key,translate,english,spanish,note
en.lproj/Localizable.strings,147,app.ResultScreenStrings.EmailPopup.This_will_be_used_to_view_your_result,yes,This will be used to view your result,This will be used to view your result,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,148,app.ResultScreenStrings.EmailPopup.Send_mail,yes,Send mail,Send mail,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,149,app.ResultScreenStrings.EmailPopup.Failed_to_send_email_Please_try_again,yes,Failed to send email. Please try again.,Failed to send email. Please try again.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,150,app.ResultScreenStrings.EmailPopup.Secure_and_Private,yes,Secure and Private,Secure and Private,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,151,app.ResultScreenStrings.EmailPopup.Check_your_inbox,yes,Check your inbox!,Check your inbox!,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,152,app.ResultScreenStrings.EmailPopup.Your_result_has_been_sent_to_your_email_Tell_a_colleague_abo,yes,"Your result has been sent to your email!
Tell a colleague about our Kiosk!","Your result has been sent to your email!
Tell a colleague about our Kiosk!",Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,153,app.ResultScreenStrings.EmailPopup.Done,yes,Done,Done,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,154,app.ResultScreenStrings.PostSession.Continue,yes,Continue,Continue,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,155,app.ResultScreenStrings.PostSession.All_done_Thank_you_for_visiting_our_kiosk,yes,"All done.
Thank you for visiting our kiosk!","All done.
Thank you for visiting our kiosk!",Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,156,app.ResultScreenStrings.PostSession.ONE_QUICK_QUESTION,yes,ONE QUICK QUESTION,ONE QUICK QUESTION,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,157,app.ResultScreenStrings.PostSession.Would_you_recommend_this_experience_to_others,yes,Would you recommend this experience to others?,Would you recommend this experience to others?,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,158,app.ResultScreenStrings.PostSession.Not_at_all_likely,yes,Not at all likely,Not at all likely,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,159,app.ResultScreenStrings.PostSession.Extremely_likely,yes,Extremely likely,Extremely likely,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,160,app.ResultScreenStrings.PostSession.Skip,yes,Skip,Skip,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,161,app.ResultScreenStrings.PostSession.Submit_and_return_home,yes,Submit and return home,Submit and return home,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,162,app.ResultScreenStrings.PostSession.Failed_to_submit_response_Please_try_again,yes,Failed to submit response. Please try again.,Failed to submit response. Please try again.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,163,app.ResultScreenStrings.PostSession.Survey.Thank_you_for_taking_the_time_to_complete_this_important_sca,yes,Thank you for taking the time to complete this important scan,Thank you for taking the time to complete this important scan,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,164,app.ResultScreenStrings.PostSession.Survey.When_did_you_last_have_your_blood_pressure_heart_or_blood_su,yes,"When did you last have your blood pressure, heart, or blood sugar checked by a health professional?","When did you last have your blood pressure, heart, or blood sugar checked by a health professional?",Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,165,app.ResultScreenStrings.PostSession.Survey.Within_6_months,yes,Within 6 months,Within 6 months,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,166,app.ResultScreenStrings.PostSession.Survey.6_to_12_months_ago,yes,6 to 12 months ago,6 to 12 months ago,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,167,app.ResultScreenStrings.PostSession.Survey.More_than_a_year_ago,yes,More than a year ago,More than a year ago,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,168,app.ResultScreenStrings.PostSession.Survey.Never_or_not_sure,yes,"Never, or not sure","Never, or not sure",Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,169,app.ResultScreenStrings.PostSession.Survey.Anything_new,yes,Anything new?,Anything new?,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,170,app.ResultScreenStrings.PostSession.Survey.Did_your_scan_tell_you_anything_new_about_your_health,yes,Did your scan tell you anything new about your health?,Did your scan tell you anything new about your health?,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,171,app.ResultScreenStrings.PostSession.Survey.Yes_it_surprised_me,yes,"Yes, it surprised me","Yes, it surprised me",Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,172,app.ResultScreenStrings.PostSession.Survey.Somewhat_new_to_me,yes,Somewhat new to me,Somewhat new to me,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,173,app.ResultScreenStrings.PostSession.Survey.No_about_what_I_expected,yes,"No, about what I expected","No, about what I expected",Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,174,app.ResultScreenStrings.PostSession.Survey.Your_next_step,yes,Your next step,Your next step,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,175,app.ResultScreenStrings.PostSession.Survey.What_will_you_do_based_on_your_results_select_all_that_apply,yes,What will you do based on your results? (select all that apply),What will you do based on your results? (select all that apply),Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,176,app.ResultScreenStrings.PostSession.Survey.Book_a_doctor_visit,yes,Book a doctor visit,Book a doctor visit,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,177,app.ResultScreenStrings.PostSession.Survey.Already_have_a_doctor_s_visit_booked,yes,Already have a doctor's visit booked,Already have a doctor's visit booked,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,178,app.ResultScreenStrings.PostSession.Survey.Mention_it_to_my_dentist_today,yes,Mention it to my dentist today,Mention it to my dentist today,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,179,app.ResultScreenStrings.PostSession.Survey.Change_something_in_my_routine,yes,Change something in my routine,Change something in my routine,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,180,app.ResultScreenStrings.PostSession.Survey.Nothing_right_now,yes,Nothing right now,Nothing right now,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,181,app.ResultScreenStrings.PostSession.Survey.Stay_in_touch,yes,Stay in touch,Stay in touch,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,182,app.ResultScreenStrings.PostSession.Survey.Can_we_check_in_with_you_in_a_few_weeks_to_see_how_you_are_d,yes,Can we check in with you in a few weeks to see how you are doing?,Can we check in with you in a few weeks to see how you are doing?,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,183,app.ResultScreenStrings.PostSession.Survey.Yes,yes,Yes,Yes,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,184,app.ResultScreenStrings.PostSession.Survey.No,yes,No,No,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,185,app.ResultScreenStrings.Metrics.Your_screening_suggests_a_very_low_likelihood_of_a_heart_att,yes,Your screening suggests a very low likelihood of a heart attack or stroke in the next 10 years.,Your screening suggests a very low likelihood of a heart attack or stroke in the next 10 years.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,186,app.ResultScreenStrings.Metrics.Your_screening_suggests_a_low_likelihood_of_a_heart_attack_o,yes,Your screening suggests a low likelihood of a heart attack or stroke in the next 10 years.,Your screening suggests a low likelihood of a heart attack or stroke in the next 10 years.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,187,app.ResultScreenStrings.Metrics.Your_screening_suggests_a_moderate_low_likelihood_of_a_heart,yes,Your screening suggests a moderate-low likelihood of a heart attack or stroke in the next 10 years.,Your screening suggests a moderate-low likelihood of a heart attack or stroke in the next 10 years.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,188,app.ResultScreenStrings.Metrics.Your_screening_suggests_a_moderate_likelihood_of_a_heart_att,yes,Your screening suggests a moderate likelihood of a heart attack or stroke in the next 10 years.,Your screening suggests a moderate likelihood of a heart attack or stroke in the next 10 years.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,189,app.ResultScreenStrings.Metrics.Your_screening_suggests_a_higher_likelihood_of_a_heart_attac,yes,Your screening suggests a higher likelihood of a heart attack or stroke in the next 10 years.,Your screening suggests a higher likelihood of a heart attack or stroke in the next 10 years.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,190,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_systolic_blood_pressure_is_with,yes,Your screening suggests your systolic blood pressure is within a healthy range.,Your screening suggests your systolic blood pressure is within a healthy range.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,191,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_systolic_blood_pressure_may_be,yes,Your screening suggests your systolic blood pressure may be lower than the healthy range.,Your screening suggests your systolic blood pressure may be lower than the healthy range.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,192,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_systolic_blood_pressure_may_be_2,yes,Your screening suggests your systolic blood pressure may be slightly above the healthy range.,Your screening suggests your systolic blood pressure may be slightly above the healthy range.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,193,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_systolic_blood_pressure_may_be_3,yes,Your screening suggests your systolic blood pressure may be significantly elevated.,Your screening suggests your systolic blood pressure may be significantly elevated.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,194,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_diastolic_blood_pressure_is_wit,yes,Your screening suggests your diastolic blood pressure is within a healthy range.,Your screening suggests your diastolic blood pressure is within a healthy range.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,195,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_diastolic_blood_pressure_may_be,yes,Your screening suggests your diastolic blood pressure may be lower than the healthy range.,Your screening suggests your diastolic blood pressure may be lower than the healthy range.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,196,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_diastolic_blood_pressure_may_be_2,yes,Your screening suggests your diastolic blood pressure may be slightly lower the healthy range.,Your screening suggests your diastolic blood pressure may be slightly lower the healthy range.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,197,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_diastolic_blood_pressure_may_be_3,yes,Your screening suggests your diastolic blood pressure may be slightly above the healthy range.,Your screening suggests your diastolic blood pressure may be slightly above the healthy range.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,198,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_diastolic_blood_pressure_may_be_4,yes,Your screening suggests your diastolic blood pressure may be significantly elevated.,Your screening suggests your diastolic blood pressure may be significantly elevated.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,199,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_heart_rate_is_below_a_normal_re,yes,Your screening suggests your heart rate is below a normal resting range.,Your screening suggests your heart rate is below a normal resting range.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,200,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_heart_rate_is_within_a_normal_r,yes,Your screening suggests your heart rate is within a normal resting range.,Your screening suggests your heart rate is within a normal resting range.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,201,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_heart_rate_is_higher_than_the_t,yes,Your screening suggests your heart rate is higher than the typical resting range.,Your screening suggests your heart rate is higher than the typical resting range.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,202,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_HbA1c_markers_are_within_a_heal,yes,"Your screening suggests your HbA1c markers are within a healthy, stable range.","Your screening suggests your HbA1c markers are within a healthy, stable range.",Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,203,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_HbA1c_is_likely_below_the_thres,yes,Your screening suggests your HbA1c is likely below the threshold for concern.,Your screening suggests your HbA1c is likely below the threshold for concern.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,204,app.ResultScreenStrings.Metrics.Your_screening_suggests_slightly_elevated_glycemic_markers_c,yes,Your screening suggests slightly elevated glycemic markers compared to the ideal range.,Your screening suggests slightly elevated glycemic markers compared to the ideal range.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,205,app.ResultScreenStrings.Metrics.Your_screening_suggests_that_your_blood_sugar_levels_are_cur,yes,Your screening suggests that your blood sugar levels are currently above the standard healthy range.,Your screening suggests that your blood sugar levels are currently above the standard healthy range.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,206,app.ResultScreenStrings.Metrics.Your_screening_suggests_blood_sugar_markers_that_are_notably,yes,Your screening suggests blood sugar markers that are notably above the standard healthy range.,Your screening suggests blood sugar markers that are notably above the standard healthy range.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,207,app.ResultScreenStrings.Metrics.Your_screening_suggests_a_very_low_probability_of_elevated_c,yes,Your screening suggests a very low probability of elevated cholesterol levels.,Your screening suggests a very low probability of elevated cholesterol levels.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,208,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_cholesterol_markers_are_within,yes,"Your screening suggests your cholesterol markers are within a standard, low-risk profile.","Your screening suggests your cholesterol markers are within a standard, low-risk profile.",Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,209,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_cholesterol_markers_are_current,yes,Your screening suggests your cholesterol markers are currently sitting in a moderate range.,Your screening suggests your cholesterol markers are currently sitting in a moderate range.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,210,app.ResultScreenStrings.Metrics.Your_screening_suggests_cholesterol_levels_are_currently_abo,yes,Your screening suggests cholesterol levels are currently above the recommended healthy threshold.,Your screening suggests cholesterol levels are currently above the recommended healthy threshold.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,211,app.ResultScreenStrings.Metrics.Your_screening_suggests_indicators_consistent_with_a_high_co,yes,Your screening suggests indicators consistent with a high concentration of cholesterol in the blood.,Your screening suggests indicators consistent with a high concentration of cholesterol in the blood.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,212,app.ResultScreenStrings.Metrics.Your_screening_suggests_a_very_low_probability_of_elevated_t,yes,Your screening suggests a very low probability of elevated triglyceride levels.,Your screening suggests a very low probability of elevated triglyceride levels.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,213,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_triglyceride_markers_are_within,yes,"Your screening suggests your triglyceride markers are within a standard, low-risk profile.","Your screening suggests your triglyceride markers are within a standard, low-risk profile.",Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,214,app.ResultScreenStrings.Metrics.Your_screening_suggests_your_triglyceride_markers_are_curren,yes,Your screening suggests your triglyceride markers are currently sitting in a moderate range.,Your screening suggests your triglyceride markers are currently sitting in a moderate range.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,215,app.ResultScreenStrings.Metrics.Your_screening_suggests_triglyceride_levels_are_currently_ab,yes,Your screening suggests triglyceride levels are currently above the recommended healthy threshold.,Your screening suggests triglyceride levels are currently above the recommended healthy threshold.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,216,app.ResultScreenStrings.Metrics.Your_screening_suggests_indicators_consistent_with_a_high_co_2,yes,Your screening suggests indicators consistent with a high concentration of triglyceride in the blood.,Your screening suggests indicators consistent with a high concentration of triglyceride in the blood.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,217,app.ResultScreenStrings.Metrics.Cardiovascular_Disease_Risk_2,yes,Cardiovascular Disease Risk,Cardiovascular Disease Risk,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,218,app.ResultScreenStrings.Metrics.Heart_Rate_2,yes,Heart Rate,Heart Rate,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,219,app.ResultScreenStrings.Metrics.HbA1c_Risk_2,yes,HbA1c Risk,HbA1c Risk,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,220,app.ResultScreenStrings.Metrics.Systolic_Blood_Pressure_2,yes,Systolic Blood Pressure,Systolic Blood Pressure,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,221,app.ResultScreenStrings.Metrics.Diastolic_Blood_Pressure_2,yes,Diastolic Blood Pressure,Diastolic Blood Pressure,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,222,app.ResultScreenStrings.Metrics.High_Risk_of_Cholesterol_2,yes,High Risk of Cholesterol,High Risk of Cholesterol,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,223,app.ResultScreenStrings.Metrics.High_Risk_of_Triglycerides_2,yes,High Risk of Triglycerides,High Risk of Triglycerides,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,224,app.ResultScreenStrings.Metrics.Cardiovascular_Risk,yes,Cardiovascular Risk,Cardiovascular Risk,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,225,app.ResultScreenStrings.Metrics.Hemoglobin_A1C_Risk,yes,Hemoglobin A1C Risk,Hemoglobin A1C Risk,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,226,app.ResultScreenStrings.Metrics.Heart_Rate_3,yes,Heart Rate,Heart Rate,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,227,app.ResultScreenStrings.Metrics.Think_of_this_as_your_heart_s_10_year_weather_forecast_It_es,yes,"Think of this as your heart's 10-year weather forecast. It estimates how likely you are to experience a heart attack or stroke based on signals from your face scan. The lower the number, the clearer the skies.","Think of this as your heart's 10-year weather forecast. It estimates how likely you are to experience a heart attack or stroke based on signals from your face scan. The lower the number, the clearer the skies.",Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,228,app.ResultScreenStrings.Metrics.This_is_the_pressure_your_heart_creates_when_it_pumps_blood,yes,This is the pressure your heart creates when it pumps blood out. Too high over time and it puts extra strain on your arteries. A normal reading is usually around 90–120 mmHg.,This is the pressure your heart creates when it pumps blood out. Too high over time and it puts extra strain on your arteries. A normal reading is usually around 90–120 mmHg.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,229,app.ResultScreenStrings.Metrics.This_is_the_pressure_in_your_arteries_when_your_heart_is_res,yes,This is the pressure in your arteries when your heart is resting between beats. It tells us how hard your cardiovascular system is working even when it's taking a breather. A normal reading is usually around 60–80 mmHg.,This is the pressure in your arteries when your heart is resting between beats. It tells us how hard your cardiovascular system is working even when it's taking a breather. A normal reading is usually around 60–80 mmHg.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,230,app.ResultScreenStrings.Metrics.This_gives_you_a_sense_of_your_long_term_blood_sugar_pattern,yes,This gives you a sense of your long-term blood sugar patterns. High blood sugar over time is linked to pre-diabetes and type 2 diabetes. Think of it less like a snapshot and more like a three-month average of how your body handles sugar.,This gives you a sense of your long-term blood sugar patterns. High blood sugar over time is linked to pre-diabetes and type 2 diabetes. Think of it less like a snapshot and more like a three-month average of how your body handles sugar.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,231,app.ResultScreenStrings.Metrics.Too_much_cholesterol_in_your_blood_can_quietly_clog_your_art,yes,Too much cholesterol in your blood can quietly clog your arteries over time. This screening gives you an early signal of whether your cholesterol levels may be in a healthy range.,Too much cholesterol in your blood can quietly clog your arteries over time. This screening gives you an early signal of whether your cholesterol levels may be in a healthy range.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,232,app.ResultScreenStrings.Metrics.Triglycerides_are_a_type_of_fat_your_body_stores_for_energy,yes,"Triglycerides are a type of fat your body stores for energy. When there's too much of it in your blood, it can quietly raise your risk of heart disease and inflammation. This score flags whether your levels may be worth a closer look.","Triglycerides are a type of fat your body stores for energy. When there's too much of it in your blood, it can quietly raise your risk of heart disease and inflammation. This score flags whether your levels may be worth a closer look.",Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,233,app.ResultScreenStrings.Metrics.How_many_times_your_heart_beats_in_a_minute_Most_healthy_adu,yes,How many times your heart beats in a minute. Most healthy adults land between 60–100 bpm at rest. Being consistently too high or too low can be worth discussing with your doctor.,How many times your heart beats in a minute. Most healthy adults land between 60–100 bpm at rest. Being consistently too high or too low can be worth discussing with your doctor.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,234,app.ScreenSaverStrings.Welcome_to_the_Hibiscus_Health_Kiosk,yes,Welcome to the Hibiscus Health Kiosk!,¡Bienvenido al kiosco de Hibiscus Health!,Translated for language selector UI.
en.lproj/Localizable.strings,235,app.ScreenSaverStrings.30_second_face_scan_that_identifies_health_risk_before_durin,yes,"30-second face scan that identifies health risk
before, during, and between visits.","Escaneo facial de 30 segundos que identifica riesgos de salud
antes, durante y entre visitas.",Translated for language selector UI.
en.lproj/Localizable.strings,236,app.ScreenSaverStrings.Start_Face_Scan,yes,Start Face Scan,Iniciar escaneo facial,Translated for language selector UI.
en.lproj/Localizable.strings,237,app.ScreenSaverStrings.Select_a_language,yes,Select a language,Selecciona un idioma,Translated for language selector UI.
en.lproj/Localizable.strings,238,app.ScreenSaverStrings.English,yes,English,Inglés,Translated for language selector UI.
en.lproj/Localizable.strings,239,app.ScreenSaverStrings.Espanol,yes,Español,Español,Translated for language selector UI.
en.lproj/Localizable.strings,237,app.AnuraMeasurementStrings.You_must_provide_a_license_key_and_study_ID_to_use_this_app,yes,You must provide a license key and study ID to use this app,You must provide a license key and study ID to use this app,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,238,app.AnuraMeasurementStrings.Alert.Token_Error,yes,Token Error,Token Error,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,239,app.AnuraMeasurementStrings.Alert.There_was_an_error_in_verifying_your_DeepAffex_token_Please,yes,There was an error in verifying your DeepAffex token. Please check the error log or contact support.,There was an error in verifying your DeepAffex token. Please check the error log or contact support.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,240,app.AnuraMeasurementStrings.Alert.License_Error,yes,License Error,License Error,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,241,app.AnuraMeasurementStrings.Alert.There_was_an_error_registering_your_DeepAffex_license_key_Pl,yes,There was an error registering your DeepAffex license key. Please check the error log or contact support.,There was an error registering your DeepAffex license key. Please check the error log or contact support.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,242,app.AnuraMeasurementStrings.Alert.SDK_Configuration_File_Error,yes,SDK Configuration File Error,SDK Configuration File Error,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,243,app.AnuraMeasurementStrings.Alert.There_was_an_error_retreiving_the_SDK_configuration_file_Ple,yes,There was an error retreiving the SDK configuration file. Please check the error log or contact support.,There was an error retreiving the SDK configuration file. Please check the error log or contact support.,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,244,app.AnuraMeasurementStrings.Alert.No_Camera_Permission,yes,No Camera Permission,No Camera Permission,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,245,app.AnuraMeasurementStrings.Alert.Please_grant_the_app_access_to_the_camera_before_starting_a,yes,Please grant the app access to the camera before starting a measurement,Please grant the app access to the camera before starting a measurement,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,246,app.AnuraMeasurementStrings.Banner.Center_Your_Face,yes,Center Your Face,Center Your Face,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,247,app.AnuraMeasurementStrings.Banner.Hold_Still,yes,Hold Still,Hold Still,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,248,app.AnuraMeasurementStrings.Banner.Move_Closer,yes,Move Closer,Move Closer,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,249,app.AnuraMeasurementStrings.Banner.Move_Further,yes,Move Further,Move Further,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,250,app.AnuraMeasurementStrings.Banner.Look_Directly_at_the_Camera,yes,Look Directly at the Camera,Look Directly at the Camera,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,251,app.AnuraMeasurementStrings.Banner.Breathe_Naturally_and_Stay_Still,yes,Breathe Naturally and Stay Still,Breathe Naturally and Stay Still,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,252,app.AnuraMeasurementStrings.Banner.Reading_Your_Pulse_from_Facial_Blood_Flow,yes,Reading Your Pulse from Facial Blood Flow,Reading Your Pulse from Facial Blood Flow,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,253,app.AnuraMeasurementStrings.Banner.Detecting_Cardiovascular_Patterns,yes,Detecting Cardiovascular Patterns...,Detecting Cardiovascular Patterns...,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,254,app.AnuraMeasurementStrings.Banner.Halfway_Eyes_on_the_Camera,yes,Halfway - Eyes on the Camera,Halfway - Eyes on the Camera,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,255,app.AnuraMeasurementStrings.Banner.Capturing_Your_Final_Readings,yes,Capturing Your Final Readings...,Capturing Your Final Readings...,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,256,app.AnuraMeasurementStrings.Banner.Almost_There_Don_t_Move,yes,"Almost There, Don't Move","Almost There, Don't Move",Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,257,app.AnuraMeasurementStrings.Banner.Last_Few_Seconds,yes,Last Few Seconds...,Last Few Seconds...,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,258,app.SharedViewStrings.Toolbar.PUT_YOUR_COMPANY_LOGO_HERE,yes,"PUT YOUR COMPANY
LOGO HERE","PUT YOUR COMPANY
LOGO HERE",Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,259,app.SharedViewStrings.WebView.Face_Scan_Demo,yes,Face Scan Demo,Face Scan Demo,Spanish placeholder currently matches English; replace with translated value.
en.lproj/Localizable.strings,260,app.SharedViewStrings.WebView.Done,yes,Done,Done,Spanish placeholder currently matches English; replace with translated value.
